frame_id,t,d_worker,d_stop,h_or_ttc,mu,vel_before,vel_after,scale,rule
49,4.900000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
50,5.000000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
51,5.100000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
52,5.200000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
53,5.300000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
54,5.400000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
55,5.500000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
56,5.600000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
57,5.700000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
58,5.800000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
59,5.900000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
60,6.000000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
61,6.100000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
62,6.200000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
63,6.300000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
64,6.400000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
65,6.500000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
66,6.600000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
67,6.700000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
68,6.800000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
69,6.900000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
70,7.000000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
71,7.100000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
72,7.200000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
73,7.300000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
74,7.400000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
75,7.500000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
76,7.600000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
77,7.700000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
78,7.800000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
79,7.900000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
80,8.000000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
81,8.100000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
82,8.200000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
83,8.300000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
84,8.400001,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
85,8.500000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
86,8.600000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
87,8.700000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
88,8.800000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
89,8.900001,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
90,9.000000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
91,9.100000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
92,9.200000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
93,9.300000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
94,9.400001,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
95,9.500000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
96,9.600000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
97,9.700000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
98,9.800000,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
99,9.900001,100.000000,0.654842,98.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
